"year","exp_level","emp_type","job_title","salary","salary_curr","salary_in_usd","emp_location","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Engineer",201450,"USD",201450,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L"
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",237000,"USD",237000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",201450,"USD",201450,"US",100,"US","M"
2023,"SE","FT","Computer Vision Engineer",280000,"USD",280000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Data Architect",280100,"USD",280100,"US",100,"US","M"
2023,"SE","FT","Data Architect",168100,"USD",168100,"US",100,"US","M"
2023,"SE","FT","Data Engineer",193500,"USD",193500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",139000,"USD",139000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M"
2023,"EN","FT","Machine Learning Engineer",163196,"USD",163196,"US",0,"US","M"
2023,"EN","FT","Machine Learning Engineer",145885,"USD",145885,"US",0,"US","M"
2023,"SE","FT","Data Engineer",217000,"USD",217000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",202800,"USD",202800,"US",0,"US","L"
2023,"SE","FT","Data Analyst",104300,"USD",104300,"US",0,"US","L"
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",165000,"USD",165000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",132300,"USD",132300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",179170,"USD",179170,"US",0,"US","M"
2023,"SE","FT","Data Engineer",94300,"USD",94300,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",152500,"USD",152500,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",116450,"USD",116450,"US",0,"US","M"
2023,"SE","FT","Data Engineer",247300,"USD",247300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",133800,"USD",133800,"US",0,"US","M"
2023,"SE","FT","Research Engineer",203000,"USD",203000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",133000,"USD",133000,"US",0,"US","M"
2023,"EN","FT","Research Scientist",220000,"USD",220000,"US",50,"US","L"
2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",289800,"USD",289800,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",214000,"USD",214000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",179820,"USD",179820,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",143860,"USD",143860,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",283200,"USD",283200,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",188800,"USD",188800,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",289800,"USD",289800,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",214200,"USD",214200,"US",0,"US","M"
2023,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",161800,"USD",161800,"US",100,"US","M"
2023,"SE","FT","Data Engineer",141600,"USD",141600,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",342300,"USD",342300,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",176100,"USD",176100,"US",0,"US","L"
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",85000,"USD",85000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",138784,"USD",138784,"US",100,"US","M"
2023,"SE","FT","Data Scientist",83270,"USD",83270,"US",100,"US","M"
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",138900,"USD",138900,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",318300,"USD",318300,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",212200,"USD",212200,"US",100,"US","M"
2023,"SE","FT","Data Engineer",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",195000,"USD",195000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",143200,"USD",143200,"US",0,"US","M"
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M"
2023,"MI","FT","Business Data Analyst",105000,"USD",105000,"US",50,"US","L"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",168400,"USD",168400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",105200,"USD",105200,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"US","M"
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Engineer",241000,"USD",241000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",220000,"USD",220000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",190000,"USD",190000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",228000,"USD",228000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",186000,"USD",186000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M"
2023,"MI","FT","Research Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"MI","FT","Research Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"US","M"
2023,"SE","FT","Data Architect",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",205000,"USD",205000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Computer Vision Engineer",215000,"USD",215000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"EX","FT","Head of Data",329500,"USD",329500,"US",0,"US","M"
2023,"EX","FT","Head of Data",269600,"USD",269600,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",162500,"USD",162500,"US",0,"US","M"
2023,"MI","FT","AI Developer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",203500,"USD",203500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",239000,"USD",239000,"US",0,"US","L"
2023,"SE","FT","Data Scientist",122900,"USD",122900,"US",0,"US","L"
2023,"SE","FT","Data Scientist",237000,"USD",237000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",191765,"USD",191765,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",134236,"USD",134236,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",190000,"USD",190000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",112000,"USD",112000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",85000,"USD",85000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",105500,"USD",105500,"US",0,"US","M"
2023,"SE","FT","Research Engineer",293000,"USD",293000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",220000,"USD",220000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",148500,"USD",148500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",240500,"USD",240500,"US",0,"US","L"
2023,"SE","FT","Data Engineer",123700,"USD",123700,"US",0,"US","L"
2023,"SE","FT","Analytics Engineer",152900,"USD",152900,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",117100,"USD",117100,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",173000,"USD",173000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",113000,"USD",113000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"EX","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Research Scientist",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",205000,"USD",205000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",149500,"USD",149500,"US",100,"US","M"
2023,"SE","FT","Data Analyst",127075,"USD",127075,"US",100,"US","M"
2023,"SE","FT","Data Scientist",195000,"USD",195000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",219535,"USD",219535,"US",100,"US","M"
2023,"SE","FT","Data Engineer",146115,"USD",146115,"US",100,"US","M"
2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",199000,"USD",199000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",162000,"USD",162000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"EX","FT","Analytics Engineer",221000,"USD",221000,"US",100,"US","M"
2023,"EX","FT","Analytics Engineer",153000,"USD",153000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",187000,"USD",187000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",136000,"USD",136000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",100000,"USD",100000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",179000,"USD",179000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",109000,"USD",109000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",142000,"USD",142000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Manager",198800,"USD",198800,"US",0,"US","M"
2023,"SE","FT","Data Manager",105200,"USD",105200,"US",0,"US","M"
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",112000,"USD",112000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Manager",115000,"USD",115000,"US",100,"US","M"
2023,"SE","FT","Data Manager",86000,"USD",86000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",139000,"USD",139000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",106000,"USD",106000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",280700,"USD",280700,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",150450,"USD",150450,"US",100,"US","M"
2023,"SE","FT","Data Architect",250500,"USD",250500,"US",0,"US","M"
2023,"SE","FT","Data Architect",159500,"USD",159500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2023,"EN","FT","Data Scientist",130001,"USD",130001,"US",100,"US","M"
2023,"EN","FT","Data Scientist",71907,"USD",71907,"US",100,"US","M"
2023,"MI","FT","Data Scientist",93918,"USD",93918,"US",100,"US","M"
2023,"MI","FT","Data Scientist",51962,"USD",51962,"US",100,"US","M"
2023,"EN","FT","Data Engineer",85000,"USD",85000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",257000,"USD",257000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",147000,"USD",147000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",222000,"USD",222000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",203000,"USD",203000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",133200,"USD",133200,"US",100,"US","M"
2023,"EN","FT","Applied Scientist",213660,"USD",213660,"US",0,"US","L"
2023,"EN","FT","Applied Scientist",130760,"USD",130760,"US",0,"US","L"
2023,"SE","FT","Data Engineer",221000,"USD",221000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",147000,"USD",147000,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Data Scientist",238000,"USD",238000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",156000,"USD",156000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",304000,"USD",304000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",199000,"USD",199000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",110000,"USD",110000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",240000,"USD",240000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",183600,"USD",183600,"US",0,"US","M"
2023,"MI","FT","Data Specialist",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Specialist",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Analytics Manager",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Analytics Manager",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",289076,"USD",289076,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",202353,"USD",202353,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",106000,"USD",106000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",157750,"USD",157750,"US",100,"US","M"
2023,"SE","FT","Data Scientist",104650,"USD",104650,"US",100,"US","M"
2023,"MI","FT","Data Scientist",180000,"USD",180000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"EX","FT","Data Scientist",200000,"USD",200000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M"
2023,"MI","FT","Lead Data Analyst",68000,"USD",68000,"US",0,"US","L"
2023,"EN","FT","BI Data Engineer",60000,"USD",60000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",85000,"USD",85000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",105000,"USD",105000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",90000,"USD",90000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",179820,"USD",179820,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",143860,"USD",143860,"US",0,"US","M"
2023,"SE","FT","Data Analyst",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",105500,"USD",105500,"US",0,"US","M"
2023,"EN","FT","Research Engineer",155000,"USD",155000,"US",0,"US","M"
2023,"EN","FT","Research Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",241000,"USD",241000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",181000,"USD",181000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",154000,"USD",154000,"US",0,"US","M"
